season,episode,title,airdate,runtime,rating,character,sentence,emotion_label,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise,sentiment_label,sentiment_negative,sentiment_neutral,sentiment_positive
3,11,Bystander,2018-10-07,25,9.1,Hange Zoë,"Not to atone for the soldiers you killed,  but because you realized you were never special.",sadness,0.018612,0.011647,0.014153,0.017663,0.043402,0.888125,0.0064,negative,0.91776,0.077068,0.005172
3,11,Bystander,2018-10-07,25,9.1,Hange Zoë,That's the childish reason you're here.,disgust,0.374489,0.389112,0.002557,0.011215,0.200151,0.01484,0.007637,negative,0.883467,0.106336,0.010197
3,11,Bystander,2018-10-07,25,9.1,Levi Ackerman,"Quit it, Hange.",disgust,0.402499,0.457823,0.005753,0.002505,0.116281,0.010935,0.004203,negative,0.785557,0.197797,0.016646
3,11,Bystander,2018-10-07,25,9.1,Hange Zoë,Screw your inferiority complex.,anger,0.742506,0.215769,0.004414,0.001349,0.025771,0.006604,0.003588,negative,0.848756,0.128349,0.022894
3,11,Bystander,2018-10-07,25,9.1,Hange Zoë,Don't run from reality.,fear,0.198816,0.010197,0.653158,0.003744,0.096338,0.033486,0.004262,neutral,0.29552,0.658809,0.045671
3,11,Bystander,2018-10-07,25,9.1,Hange Zoë,"Isn't that what vowing to give our hearts was all about?!  Please stop, Hange.",anger,0.664132,0.045101,0.131345,0.005566,0.055604,0.033423,0.064828,negative,0.67325,0.298528,0.028222
3,11,Bystander,2018-10-07,25,9.1,Eren Yeager,The commandant was right.,neutral,0.015341,0.061707,0.003643,0.005673,0.903476,0.004388,0.005773,neutral,0.069455,0.601274,0.32927
3,11,Bystander,2018-10-07,25,9.1,Eren Yeager,I was never special or anything.,neutral,0.010644,0.083319,0.035643,0.015118,0.738028,0.039204,0.078043,negative,0.699523,0.276933,0.023544
3,11,Bystander,2018-10-07,25,9.1,Eren Yeager,But  I'm the son of a special man.,neutral,0.012827,0.011448,0.02213,0.035795,0.716102,0.047333,0.154364,positive,0.013337,0.171057,0.815607
3,11,Bystander,2018-10-07,25,9.1,Eren Yeager,That's all it is.,neutral,0.012522,0.013669,0.001662,0.00679,0.953201,0.005417,0.006738,neutral,0.347985,0.586275,0.065741
3,11,Bystander,2018-10-07,25,9.1,Keith Shadis,Your mother  Carla said this  Is it wrong not to be special?  I don't think that way.,surprise,0.023494,0.020031,0.046624,0.010371,0.175327,0.086778,0.637376,negative,0.506673,0.472003,0.021324
3,11,Bystander,2018-10-07,25,9.1,Carla Yeager,When it comes to my child  it's fine if he's never great.,neutral,0.078998,0.016124,0.180826,0.151523,0.358963,0.207788,0.005777,negative,0.462221,0.432966,0.104814
3,11,Bystander,2018-10-07,25,9.1,Carla Yeager,He doesn't have to be better than anyone.,neutral,0.012874,0.04218,0.001405,0.003749,0.914257,0.006743,0.018792,neutral,0.226653,0.572218,0.20113
3,11,Bystander,2018-10-07,25,9.1,Carla Yeager,"After all, just look at him  He's so cute!  He's already special.",joy,0.020948,0.007373,0.003777,0.631897,0.107574,0.01536,0.213072,positive,0.004721,0.02513,0.970148
3,11,Bystander,2018-10-07,25,9.1,Carla Yeager,Because he was  born into this world.,neutral,0.014391,0.004246,0.007241,0.368339,0.372293,0.02785,0.20564,neutral,0.228932,0.718791,0.052277
3,11,Bystander,2018-10-07,25,9.1,Keith Shadis,"And you, just like your father wanted  chose to set ablaze your life  which will burn to ashes outside the walls.",anger,0.83759,0.012758,0.010379,0.005459,0.076214,0.03897,0.018631,negative,0.883951,0.108498,0.00755
3,11,Bystander,2018-10-07,25,9.1,Keith Shadis,"In the end, I couldn't  I couldn't change a single thing at all.",neutral,0.022532,0.069687,0.028864,0.010495,0.621192,0.141239,0.105991,negative,0.772497,0.208144,0.019359
3,11,Bystander,2018-10-07,25,9.1,Keith Shadis,I'm a mere bystander.,neutral,0.080072,0.273415,0.060717,0.017885,0.51137,0.051302,0.00524,neutral,0.458823,0.492811,0.048366
3,11,Bystander,2018-10-07,25,9.1,Narrator,"The night before leaving for Shiganshina  Now knowing of a world outside the walls, with hope and fear in their hearts,  they pray for the future of humanity.",fear,0.00137,0.000326,0.98144,0.007609,0.002176,0.006232,0.000846,neutral,0.057009,0.65404,0.288951
3,11,Bystander,2018-10-07,25,9.1,Armin Arlert,"Next episode: ""Night of the Battle to Retake the Wall.",neutral,0.012433,0.025289,0.147925,0.049412,0.695331,0.028675,0.040936,neutral,0.011268,0.940619,0.048114
3,11,Bystander,2018-10-07,25,9.1,Unknown,"""  ""Night of the Battle to Retake the Wall""",neutral,0.018981,0.008224,0.240617,0.039455,0.502655,0.095112,0.094955,neutral,0.01542,0.935714,0.048865
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,In other words  It's possible for us to plug that hole in Wall Maria now.,neutral,0.018794,0.007407,0.01861,0.053249,0.776687,0.007174,0.118079,neutral,0.03852,0.766461,0.195019
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Narrator,The Scout Regiment hurry their preparations for retaking Wall Maria.,neutral,0.023284,0.034032,0.066272,0.0129,0.840238,0.011241,0.012033,neutral,0.014125,0.917162,0.068712
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"Hell yeah! We did it, Eren!  Eren?  Let's hurry make weapons, and get going  to Shiganshina.",anger,0.673474,0.096079,0.03829,0.053501,0.037244,0.033302,0.06811,positive,0.003314,0.03798,0.958707
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Eren Yeager,Seems if I inject this I'll turn into a Titan.,neutral,0.028485,0.112342,0.021505,0.002664,0.813494,0.011982,0.009529,negative,0.577464,0.382796,0.03974
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Narrator,There came another  One more thing to shape their fate had been found.,neutral,0.006436,0.005181,0.005205,0.030606,0.804993,0.021172,0.126408,neutral,0.036156,0.905322,0.058523
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,Sorry I'm late.,sadness,0.00587,0.012861,0.007117,0.005294,0.112522,0.815853,0.040482,negative,0.725678,0.252544,0.021778
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"Well?  Have we discovered what's in the container?  The thing is  With our technology, I'm afraid we can't dig much deeper.",fear,0.014518,0.012439,0.752754,0.005049,0.101282,0.019714,0.094244,negative,0.545635,0.411836,0.042528
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"Like we've heard from Eren and Historia,  it seems to originate from some sort of human bodily fluid.",disgust,0.012681,0.573909,0.061988,0.00901,0.261469,0.03529,0.045654,neutral,0.05026,0.919923,0.029818
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"However, it vaporizes when exposed to air, making analysis difficult.",disgust,0.048769,0.730276,0.052847,0.002958,0.140153,0.021474,0.003522,neutral,0.457153,0.521559,0.021288
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,Whoever made it must have had technology far superior to ours.,neutral,0.009435,0.012446,0.001914,0.012269,0.928328,0.004493,0.031114,positive,0.16434,0.359171,0.476489
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"If it was the Reiss family, I can't imagine how  Hmm  In that case, instead of tampering with it,  we should use it to achieve our current objective.",surprise,0.036155,0.014781,0.031518,0.025086,0.192638,0.009868,0.689955,neutral,0.414274,0.536579,0.049147
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"But who do we entrust it to?  Erwin, to you?  No  I'm no more than a wounded soldier.",neutral,0.049691,0.031191,0.312896,0.010426,0.367446,0.092291,0.136059,negative,0.525398,0.444323,0.030279
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,This box belongs with one of our elite soldiers who has the best odds of survival.,neutral,0.004564,0.003398,0.001066,0.012179,0.959815,0.002745,0.016234,positive,0.014276,0.170336,0.815389
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"Levi, would you keep it?  If it's an order, just say so.",neutral,0.096024,0.040307,0.050839,0.003984,0.785985,0.009878,0.012984,neutral,0.034812,0.900833,0.064355
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Why even ask the question?  We can't predict in what situation we'll have to use this.,neutral,0.054305,0.062086,0.02354,0.001992,0.688674,0.008669,0.160733,negative,0.785988,0.206137,0.007875
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,We'll be relying on you to make a decision on the fly.,neutral,0.018153,0.014293,0.011291,0.007397,0.935899,0.009873,0.003095,neutral,0.097022,0.837517,0.065461
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Judging when and who to use it on will be for you to choose.,neutral,0.047453,0.031975,0.013715,0.011877,0.863079,0.016378,0.015522,neutral,0.105243,0.846328,0.048429
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"Can we leave that to you?  If this dream of yours comes true, what will you do then?  I don't know.",fear,0.047896,0.006928,0.465214,0.014997,0.350842,0.031249,0.082874,neutral,0.256229,0.673681,0.07009
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,I won't until it happens.,neutral,0.041595,0.017055,0.01429,0.007955,0.882017,0.033976,0.003111,negative,0.501398,0.44634,0.052262
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,I see All right.,neutral,0.027311,0.009168,0.001337,0.317695,0.61405,0.005618,0.024821,positive,0.016619,0.339343,0.644038
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,I'll do it.,neutral,0.288078,0.036718,0.021862,0.059364,0.576278,0.015481,0.002217,neutral,0.033247,0.583324,0.383429
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Zachary Daz,"By the way, I'd like to unveil that work of mine soon.",joy,0.006252,0.004107,0.001438,0.721052,0.215763,0.013322,0.038066,positive,0.002979,0.118089,0.878932
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Dot Pixis,"Have you given it thought?  You still haven't given up on that?  If the public saw that repulsive display,  trust in the military would hit rock bottom.",fear,0.052869,0.135127,0.652576,0.004142,0.045166,0.05896,0.051161,negative,0.869896,0.122157,0.007947
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Zachary Daz,You don't know art when you see it.,surprise,0.062109,0.296785,0.013157,0.006432,0.180403,0.010153,0.43096,neutral,0.472543,0.475918,0.051539
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Armin Arlert,"""Night of the Battle to Retake the Wall""  In other words, Eren's father, Grisha Jaeger  is likely a human who came from outside the walls.",fear,0.027693,0.011184,0.429847,0.023714,0.351847,0.042782,0.112933,neutral,0.014635,0.944233,0.041132
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Yes.,neutral,0.007762,0.035102,0.014625,0.006465,0.898309,0.03375,0.003986,neutral,0.074213,0.581146,0.344641
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Armin Arlert,"Just like Annie, Reiner, and Bertholdt, he possessed the Power of the Titans.",neutral,0.015315,0.018504,0.010608,0.013927,0.869688,0.009862,0.062095,neutral,0.012864,0.778183,0.208953
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Armin Arlert,"But different from those three, he was supportive of humanity within the walls.",neutral,0.015367,0.253166,0.001953,0.010847,0.703095,0.009274,0.006298,neutral,0.024184,0.57057,0.405246
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"If he was so interested to know about the Scouts and such,  we could've used more of that support of his.",neutral,0.002723,0.002503,0.001449,0.006069,0.956687,0.011903,0.018666,neutral,0.082108,0.596503,0.321388
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"I wonder  From the moment he entered the walls,  he was searching for the royal family all alone, I'm sure.",surprise,0.005561,0.003162,0.031193,0.002794,0.01811,0.010141,0.929038,neutral,0.144786,0.805595,0.049619
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,And that  That's not something you do without incredible resolve.,neutral,0.012219,0.006491,0.008752,0.004452,0.837961,0.003485,0.126639,neutral,0.17874,0.466517,0.354742
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"That same father wanted to show his 10-year-old son, eager to join the Scouts,  the basement of their house.",disgust,0.044,0.457015,0.008809,0.014334,0.448325,0.018338,0.009178,neutral,0.057817,0.817282,0.124901
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"On death's door, he said the truth of it all was in the basement.",neutral,0.074871,0.147444,0.102058,0.003491,0.569684,0.040857,0.061595,neutral,0.306619,0.651437,0.041944
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,What in the world do you think is down there?  Things which mustn't be said.,surprise,0.046249,0.032606,0.067339,0.010076,0.317897,0.037317,0.488517,negative,0.550122,0.424952,0.024926
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"No  Things Grisha Jaeger couldn't say, even if he wanted to.",neutral,0.158675,0.090136,0.110982,0.008092,0.321177,0.300941,0.009996,neutral,0.323354,0.593066,0.08358
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"That which the First Reiss King wiped from our memories  memories of our world  is what I hope, but  Pondering about it here won't accomplish much.",sadness,0.012686,0.008477,0.012403,0.172134,0.348053,0.423033,0.023214,negative,0.586795,0.386957,0.026248
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,The preparations finished today.,joy,0.010151,0.009094,0.013368,0.56305,0.377436,0.010909,0.015993,neutral,0.007121,0.785933,0.206946
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,The operation to retake Wall Maria starts in two days.,neutral,0.016155,0.008943,0.220117,0.017491,0.693995,0.011163,0.032137,neutral,0.025829,0.939745,0.034426
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Want to know what's in the basement?  Let's go see for ourselves.,neutral,0.0173,0.00627,0.021681,0.075639,0.714342,0.023642,0.141126,neutral,0.065399,0.80538,0.129221
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Isn't that what Scouts do?  Let all your squads know.,neutral,0.051767,0.012193,0.034954,0.011969,0.714449,0.013867,0.1608,neutral,0.0326,0.910196,0.057204
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,Right.,neutral,0.038838,0.102262,0.00778,0.007765,0.827413,0.010386,0.005555,neutral,0.114315,0.626392,0.259293
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,"Keeping it secret of course, yeah?  On a day like this, we deserve some meat, right?  Good idea.",disgust,0.285776,0.319671,0.006144,0.129528,0.217346,0.028882,0.012654,neutral,0.111152,0.485097,0.403751
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,Gotta show those kids us adults can be counted on.,neutral,0.057524,0.025232,0.001962,0.035817,0.86042,0.007406,0.011639,neutral,0.060467,0.579268,0.360266
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,What about Commander Sadies keeping secrets from us?  Forget about him.,neutral,0.091712,0.051203,0.039103,0.005208,0.704811,0.041169,0.066793,negative,0.797083,0.193239,0.009678
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,We don't have time to deal with it.,neutral,0.017187,0.06204,0.008274,0.003583,0.774813,0.117537,0.016567,negative,0.772483,0.213497,0.01402
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"I'm shocked, Hange.",surprise,0.005873,0.004546,0.002559,0.001433,0.008307,0.001375,0.975907,negative,0.806661,0.174011,0.019328
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"You used to adore him!  Shut up!  What is it, Levi?  It's a bit hasty, but  What will you do after retaking Wall Maria?  I'd guess a defense plan comes first, but  After that?  Eliminating threats.",fear,0.235252,0.036819,0.385129,0.048595,0.092011,0.107151,0.095043,negative,0.562649,0.355808,0.081543
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"Outside the walls, there seems to be someone hoping Titans will eat us all.",neutral,0.025311,0.172846,0.023566,0.005069,0.725883,0.00759,0.039734,negative,0.739754,0.242962,0.017284
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"Of course, the answer to who is in the basement, I imagine.",neutral,0.024327,0.030415,0.016771,0.011642,0.726004,0.018609,0.172231,neutral,0.091771,0.837313,0.070917
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,It's as I said earlier.,neutral,0.003945,0.00444,0.002336,0.004229,0.953199,0.005113,0.026737,neutral,0.033044,0.904691,0.062265
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,We'll plan that after the basement.,neutral,0.011736,0.015777,0.009681,0.005508,0.935305,0.011014,0.010979,neutral,0.020895,0.853525,0.12558
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,I'm asking this because you might not live that long.,neutral,0.005488,0.005499,0.002728,0.002811,0.886811,0.009169,0.087494,negative,0.497708,0.473808,0.028484
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,You can't exactly move like you used to.,surprise,0.050659,0.082384,0.007765,0.005122,0.139564,0.019217,0.695288,neutral,0.432707,0.53384,0.033453
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,Let Hange call the shots.,anger,0.463175,0.030617,0.036837,0.008138,0.437177,0.021617,0.002438,neutral,0.180555,0.779637,0.039808
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,You'll just be dead weight.,disgust,0.061279,0.627022,0.008467,0.001264,0.264299,0.029768,0.007902,negative,0.757134,0.2158,0.027066
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,Let the good news come to you.,joy,0.011994,0.005448,0.001633,0.739947,0.231638,0.004877,0.004463,positive,0.004764,0.022583,0.972653
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,We'll tell the others I argued till you gave in.,neutral,0.256678,0.059816,0.01116,0.008903,0.636316,0.023796,0.003331,neutral,0.247986,0.697133,0.054882
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,No That's actually what I intend.,neutral,0.018765,0.013775,0.003849,0.005566,0.922764,0.004627,0.030655,neutral,0.135487,0.688982,0.175531
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Fine with that?  I'm not.,anger,0.605054,0.091626,0.088525,0.015357,0.117196,0.042426,0.039815,neutral,0.413979,0.530275,0.055747
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,I'm fine being food.,disgust,0.191359,0.297422,0.077077,0.114187,0.267039,0.050951,0.001965,positive,0.029606,0.342553,0.627841
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,Use me as bait.,neutral,0.156955,0.349276,0.058138,0.009924,0.401379,0.019765,0.004563,neutral,0.475349,0.482871,0.04178
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,The chain of command still remains.,neutral,0.010667,0.015205,0.003715,0.002796,0.951876,0.008516,0.007224,neutral,0.070417,0.884798,0.044785
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"If I'm gone, then Hange.",neutral,0.15884,0.050854,0.028682,0.001944,0.73977,0.013262,0.006648,neutral,0.153617,0.773519,0.072864
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"If Hange's gone, the next.",neutral,0.06368,0.04324,0.008583,0.003871,0.861862,0.00673,0.012034,neutral,0.36403,0.600222,0.035748
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"It's true, this operation will be dangerous, but  to humanity, it's more important than anything else.",fear,0.03721,0.02164,0.904726,0.002995,0.015879,0.016345,0.001205,negative,0.667208,0.284254,0.048538
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,That's why I've gone to such lengths.,neutral,0.008398,0.009301,0.004299,0.012952,0.927848,0.010933,0.026269,neutral,0.323541,0.573064,0.103395
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,This is all my plan.,neutral,0.050963,0.01029,0.006908,0.034948,0.881374,0.006057,0.00946,positive,0.013853,0.340659,0.645488
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"If I don't do it, the success rate will plummet.",fear,0.247356,0.050781,0.250467,0.002551,0.205964,0.235386,0.007495,negative,0.746215,0.219806,0.03398
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,That's right.,neutral,0.030733,0.039065,0.001553,0.015328,0.905625,0.003259,0.004437,neutral,0.062886,0.597603,0.339511
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"The operation might fail, but  If you bite the dust in the process, we're doomed.",sadness,0.050143,0.104256,0.084683,0.004552,0.120889,0.630115,0.005362,negative,0.877162,0.113876,0.008961
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,So just sit at your desk and keep using your head.,neutral,0.064946,0.084298,0.004906,0.004464,0.825545,0.01299,0.002852,neutral,0.204659,0.728149,0.067192
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,That's the last thing the Titans would want.,neutral,0.013142,0.033254,0.002737,0.001801,0.924607,0.011611,0.012849,negative,0.75576,0.223369,0.020871
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"And for humanity, it's the best thing going for us.",neutral,0.013625,0.016435,0.001633,0.272529,0.678782,0.004839,0.012158,positive,0.007018,0.022467,0.970516
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,"No, you're wrong.",anger,0.603823,0.219809,0.0237,0.002252,0.098744,0.04835,0.003323,negative,0.673549,0.306431,0.02002
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,"Our best option is for me to gamble it all  Hey, hey, hey, hey! Hold up  Keep using that bluff around me and I'll break both of your damn legs.",joy,0.251555,0.006575,0.062143,0.581543,0.065532,0.013571,0.019081,negative,0.52239,0.331457,0.146152
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,I'll make it nice and easy to attach them later.,neutral,0.005534,0.007509,0.00125,0.070546,0.897686,0.008891,0.008584,positive,0.024094,0.455496,0.52041
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,But the operation to retake Wall Maria will proceed with you weeping here.,sadness,0.000958,0.003152,0.001967,0.002905,0.021386,0.96653,0.003102,negative,0.493775,0.473208,0.033017
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,It'll be a bitch to get to the toilet though.,anger,0.619978,0.317796,0.006525,0.002998,0.027255,0.022293,0.003155,negative,0.854545,0.128862,0.016593
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,I'd like to avoid that.,sadness,0.021455,0.054182,0.066103,0.015171,0.416505,0.423728,0.002857,negative,0.543311,0.404082,0.052607
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,What you're saying is right.,neutral,0.089597,0.037365,0.00232,0.009898,0.850691,0.002526,0.007603,neutral,0.022396,0.558046,0.419558
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,A wounded soldier should stay off the battlefield.,sadness,0.020851,0.160378,0.077615,0.002235,0.127722,0.607655,0.003543,negative,0.600305,0.385451,0.014243
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Erwin Smith,However  There will come a moment when we learn the truth of our world  and I must be there for it.,neutral,0.014963,0.006337,0.057173,0.125976,0.765129,0.020626,0.009796,neutral,0.045146,0.55635,0.398504
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,Is it that important to you?  More than your legs?  Yes.,surprise,0.01836,0.014988,0.028276,0.006958,0.240217,0.013243,0.677958,neutral,0.068734,0.706612,0.224655
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,More than humanity's victory?  Yes.,surprise,0.021551,0.009581,0.014573,0.026838,0.371417,0.00865,0.54739,positive,0.032199,0.331023,0.636777
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Levi Ackerman,I see  Erwin  I'll trust your judgment.,joy,0.018539,0.010666,0.023807,0.734353,0.198609,0.009074,0.004951,positive,0.017386,0.484452,0.498162
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Jean Kirstein,"This may be a special night, but let's not let the public find out!  Behave like soldiers without causing a ruckus!  Eh? Meat?  What? Is this meat?  Am I dreaming?  Tonight's the night before we retake Wall Maria!  Cheers!  Huh?! Wait!  Calm down! We'll split it evenly!  Hey! That big piece counts as two!  Hell no!  But you suck with the spear! You're useless, so gimme yours!  Say what?!  Don't you start pulling that shit, potato girl!  What the hell do you think you're doing?!  Cut it out, Sasha!  I I don't wanna have to kill you!  You can't eat the whole thing alone!  You're eating me! Eating me! Eating me!  Sasha! That meat is Jean! Have you lost your mind?!  Do the Scouts never get fed any meat?  Pathetic  Conny, would you knock Sasha out already?  I'm trying!  She should be unconscious, but she's still moving!  Hey, I think we've got casualties.",anger,0.353647,0.150809,0.073448,0.07471,0.05313,0.107323,0.186933,negative,0.475429,0.403096,0.121475
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,Whose brilliant idea was it to serve meat?  Sorry.,surprise,0.006426,0.004394,0.004261,0.020542,0.20028,0.129225,0.634872,negative,0.754261,0.205652,0.040087
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Hange Zoë,But now we know blowing the food budget  for two months in one night results in this.,neutral,0.067312,0.059151,0.003724,0.005948,0.676438,0.013777,0.17365,negative,0.665911,0.318359,0.01573
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Connie Springer,That should do it.,anger,0.48704,0.137777,0.006561,0.005129,0.332114,0.022123,0.009257,neutral,0.082445,0.610868,0.306687
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Connie Springer,She finally ran out of energy.,neutral,0.052254,0.025332,0.009285,0.00796,0.359706,0.254355,0.291109,negative,0.544295,0.426981,0.028724
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Jean Kirstein,Can you believe this freak?  And to think she once offered to share meat with everyone.,surprise,0.03914,0.046054,0.010988,0.004119,0.01686,0.005017,0.877823,negative,0.914751,0.077157,0.008092
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Jean Kirstein,"Huh? When?  Four months ago, when we were servicing the cannons.",surprise,0.014481,0.007012,0.00905,0.003026,0.118652,0.003405,0.844373,neutral,0.059123,0.897449,0.043428
3,12,Night of the Battle to Retake the Wall,2018-10-14,25,9.1,Sasha Blouse,I brought some meat from the officers' storehouse!  It'll be fine!  We can just raise more cattle and sheep once we retake our land!  It's happening again!  The Titans are going to get in!  It disappeared!  I thought I felt sorry for you.,sadness,0.023975,0.009114,0.026709,0.057484,0.056272,0.583689,0.242758,neutral,0.32627,0.454371,0.219358
