character,season,episode,title,airdate,rating,n_lines,md_F1_mean,md_F2_mean,inout_F1_mean,ep_order,season_f
Historia Reiss,2,4,Soldier,2017-04-22,9.1,1,-0.33563475829483863,-0.4483024216590574,0.3050793880850989,61,Season 2
Historia Reiss,2,5,Historia,2017-04-29,9.1,8,-0.14451601951286186,-0.303637591039755,-0.77694747028973965,30,Season 2
Historia Reiss,2,6,Warrior,2017-05-06,9.7,3,-0.23510297236798644,0.1505997699090864,0.9788763732198299,31,Season 2
Historia Reiss,2,7,Close Combat,2017-05-13,9.7,1,-0.24375039005263502,0.5017754724993663,-0.3594298043720077,4,Season 2
Historia Reiss,2,8,The Hunters,2017-05-20,8.8,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,32,Season 2
Historia Reiss,2,11,Charge,2017-06-10,9.3,4,0.6017050432574134,-0.07912372182355623,0.5091516205699633,34,Season 2
Historia Reiss,2,12,Scream,2017-06-17,9.4,1,-0.1745624546734997,0.07581507115903457,-1.1289768617876867,35,Season 2
Historia Reiss,3,1,Smoke Signal,2018-07-22,8.6,1,-0.33563475829483863,-0.4483024216590574,-1.0239389968291144,36,Season 3
Historia Reiss,3,3,Old Story,2018-08-05,8.7,13,-0.3372154697919249,-0.390727684038423,-1.0024064687704164,77,Season 3
Historia Reiss,3,6,Sin,2018-08-26,9,7,-0.3347809002441855,-0.18054813009552523,-0.44186790330841574,38,Season 3
Historia Reiss,3,7,Wish,2018-09-02,9.2,3,1.0060309528426086,0.5137098098905684,0.27935455910986573,39,Season 3
Historia Reiss,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,9,-0.24355570095335913,0.3052164692364265,0.00945649850760175,40,Season 3
Historia Reiss,3,9,Ruler of the Walls,2018-09-16,9.1,6,-0.3247478849020055,-0.3582409541260144,-0.6640343812234721,41,Season 3
Historia Reiss,3,10,Friends,2018-09-23,9.1,1,-0.33563475829483863,-0.4483024216590574,-0.4644676693305801,84,Season 3
Historia Reiss,3,21,The Attack Titan,2019-06-23,9.6,3,0.06790022583290249,-0.2872778272998497,-0.9074737976353179,51,Season 3
Historia Reiss,4,28,The Dawn of Humanity,2022-04-03,9.6,2,-0.13771925367851853,0.33158970920826547,-0.148712509737571,83,Season 4
Hitch Dreyse,1,23,Smile - Assault on Stohess (1),2013-09-15,8.4,6,0.08565350194433607,0.13454848940371392,0.22219173029176748,3,Season 1
Hitch Dreyse,2,8,The Hunters,2017-05-20,8.8,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,32,Season 2
Hitch Dreyse,3,4,Trust,2018-08-12,8.6,5,0.1799888544262733,-0.21897739324604132,-0.5130825899682268,78,Season 3
Hitch Dreyse,3,14,Thunder Spears,2019-05-05,9.3,1,-0.1366402135993294,1.6141459951149557,1.845456632351041,45,Season 3
Hitch Dreyse,3,22,Beyond the Wall,2019-06-30,9.4,1,-0.33563475829483863,-0.4483024216590574,-0.5695055342891525,52,Season 3
Hitch Dreyse,4,9,Brave Volunteers,2021-02-07,9.2,1,3.3113950103085026,0.7226088687846005,-0.5695055342891525,54,Season 4
Hitch Dreyse,4,23,Sunset,2022-02-20,9,8,-0.34096149713690105,-0.288768399465698,-0.7044933513617366,6,Season 4
Hitch Dreyse,4,24,Pride,2022-02-27,8.6,1,0.007690869998650824,1.755299858886262,-1.1289768617876867,60,Season 4
Jean Kirstein,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,4,0.6676298410041872,0.45584880946726536,0.4339033165460797,12,Season 1
Jean Kirstein,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,6,0.9376607951682552,-0.007914873094371777,-0.05183026633988769,1,Season 1
Jean Kirstein,1,5,First Battle - The Struggle for Trost (1),2013-05-05,8.4,1,0.8833353557213485,0.005951832318769694,0.3050793880850989,13,Season 1
Jean Kirstein,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,8.6,10,-0.229384203779837,0.41656816511781813,0.5428904808416463,15,Season 1
Jean Kirstein,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,8.8,8,-0.07923709416849553,0.09593723374455797,0.7126290885909874,16,Season 1
Jean Kirstein,1,10,Response - The Struggle for Trost (6),2013-06-09,8.2,2,0.9295597878015717,0.06292785102303136,0.7265139773539723,17,Season 1
Jean Kirstein,1,11,Idol - The Struggle for Trost (7),2013-06-16,7.9,1,-0.33563475829483863,-0.4483024216590574,0.09500365816795414,18,Season 1
Jean Kirstein,1,12,Wound - The Struggle for Trost (8),2013-06-23,7.9,6,1.554663274960454,0.4951040126505436,0.05192397293412083,19,Season 1
Jean Kirstein,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,8.3,3,-0.15149475037269544,0.4141321997683902,-0.023601082583442144,76,Season 1
Jean Kirstein,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,14,-0.31078461277242453,-0.28820275630673503,-0.04821646306649836,2,Season 1
Jean Kirstein,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,7,-0.2919563860369313,-0.20548187817815575,0.12116338699529168,21,Season 1
Jean Kirstein,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,11,-0.30613039111174994,-0.11882390099200948,-0.02596715036625403,22,Season 1
Jean Kirstein,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,10,-0.34123635435662103,-0.139780185621802,-0.19728969242246844,23,Season 1
Jean Kirstein,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,4,-0.33563475829483863,-0.4483024216590574,-0.311309713156802,24,Season 1
Jean Kirstein,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,9,1,-0.33563475829483863,-0.4483024216590574,-0.4644676693305801,25,Season 1
Jean Kirstein,1,24,Mercy - Assault on Stohess (2),2013-09-22,8.6,6,0.760611401898536,0.4287327659991431,0.524656765585632,26,Season 1
Jean Kirstein,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,6,0.2002161465569665,0.18587824321852928,0.07386032519359771,27,Season 1
Jean Kirstein,2,1,Beast Titan,2017-04-01,9.3,1,-0.3493342579362528,0.050678637719774204,-0.5695055342891525,28,Season 2
Jean Kirstein,2,7,Close Combat,2017-05-13,9.7,1,-0.33563475829483863,-0.4483024216590574,-0.43788742073229103,4,Season 2
Jean Kirstein,2,8,The Hunters,2017-05-20,8.8,2,-0.33563475829483863,-0.4483024216590574,-0.09234270020459318,32,Season 2
Jean Kirstein,2,11,Charge,2017-06-10,9.3,3,-0.31623471994253494,0.005499140292810031,0.4455575845080567,34,Season 2
Jean Kirstein,2,12,Scream,2017-06-17,9.4,1,1.0444076593426874,0.5300693251368617,-0.25439193941343535,35,Season 2
Jean Kirstein,3,1,Smoke Signal,2018-07-22,8.6,8,-0.10842862723359932,0.021915520110715892,0.32201282581767554,36,Season 3
Jean Kirstein,3,2,Pain,2018-07-29,8.8,6,-0.3143947251285947,0.3347764505650798,0.12137005186047928,37,Season 3
Jean Kirstein,3,4,Trust,2018-08-12,8.6,5,0.016260726791729296,0.1896305437930811,0.013465340164717475,78,Season 3
Jean Kirstein,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,5,-0.3195275279327047,-0.39589067237724823,-0.9540598773128365,40,Season 3
Jean Kirstein,3,9,Ruler of the Walls,2018-09-16,9.1,2,-0.33563475829483863,-0.4483024216590574,-0.7442033330798472,41,Season 3
Jean Kirstein,3,10,Friends,2018-09-23,9.1,3,1.0472024721623776,0.16552193056091521,-0.6070854073111377,84,Season 3
Jean Kirstein,3,11,Bystander,2018-10-07,9.1,5,0.4682860676692646,0.1899160210112365,-0.012858282546654819,42,Season 3
Jean Kirstein,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,11,-0.1502696217486846,-0.08387090815275464,-0.06771183929813449,43,Season 3
Jean Kirstein,3,13,The Town Where Everything Began,2019-04-28,9.3,1,-0.33563475829483863,-0.4483024216590574,0.09500365816795414,44,Season 3
Jean Kirstein,3,14,Thunder Spears,2019-05-05,9.3,5,-0.04423375932185438,-0.05986658286674076,1.010833253364908,45,Season 3
Jean Kirstein,3,15,Descent,2019-05-12,9.4,7,0.2524083672233431,0.3653125288637241,0.5357911730597551,46,Season 3
Jean Kirstein,3,16,Perfect Game,2019-05-19,9.6,7,-0.22220211840934748,0.03362330741372561,0.6869455164444846,47,Season 3
Jean Kirstein,3,17,Hero,2019-05-26,9.8,4,-0.17543256833612866,0.3865510323773888,0.8679864653968057,48,Season 3
Jean Kirstein,3,18,Midnight Sun,2019-06-02,9.6,3,-0.25509860648416915,-0.18624367525001145,-0.2889768512547649,63,Season 3
Jean Kirstein,3,19,The Basement,2019-06-09,9.1,2,0.48734521019538496,0.25005657055683694,-0.18473200558131297,49,Season 3
Jean Kirstein,3,22,Beyond the Wall,2019-06-30,9.4,1,3.4205741977348767,0.7789218479935316,0.4101172530436713,52,Season 3
Jean Kirstein,4,5,Declaration of War,2021-01-10,9.5,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,64,Season 4
Jean Kirstein,4,6,The War Hammer Titan,2021-01-17,9.6,2,-0.2473089030512642,-0.3405738080701824,0.23606101897026843,68,Season 4
Jean Kirstein,4,7,Assault,2021-01-24,9.6,4,-0.23563869398047987,-0.08259704880992591,0.6145102678871817,53,Season 4
Jean Kirstein,4,8,Assassin's Bullet,2021-01-31,9.2,5,0.9501468196398395,0.18597748764590202,0.3999984053781892,69,Season 4
Jean Kirstein,4,9,Brave Volunteers,2021-02-07,9.2,2,-0.33563475829483863,-0.4483024216590574,0.23991189602396015,54,Season 4
Jean Kirstein,4,13,Children of the Forest,2021-03-07,9.1,4,-0.2661336613107159,-0.03249405282229201,0.06874419192831105,74,Season 4
Jean Kirstein,4,16,Heaven and Earth,2021-03-28,9.1,9,-0.031131219093309737,0.06044244053942467,0.31298275078293364,56,Season 4
Jean Kirstein,4,17,Judgement,2022-01-09,9.5,4,-0.1851710717548957,-0.07110359465655222,0.45191306446795065,57,Season 4
Jean Kirstein,4,18,Sneak Attack,2022-01-16,9.5,4,-0.28633281894387064,0.1550282701290232,0.5243671833959537,58,Season 4
Jean Kirstein,4,19,Two Brothers,2022-01-23,9.6,3,-0.26524551303909344,-0.14757119847266273,0.30550709789662683,71,Season 4
Jean Kirstein,4,22,Thaw,2022-02-13,9.1,3,-0.31952824442427513,-0.05845135020379777,0.5181500791828993,59,Season 4
Jean Kirstein,4,24,Pride,2022-02-27,8.6,5,-0.3195275279327047,-0.39589067237724823,-0.10906102477430497,60,Season 4
Jean Kirstein,4,25,Night of the End,2022-03-06,8.7,10,0.170928753443636,0.4398855735576052,0.6687167331077775,7,Season 4
Jean Kirstein,4,26,Traitor,2022-03-13,9.3,3,0.13185576647984235,-0.308228771170337,0.23548185459091203,8,Season 4
Jean Kirstein,4,27,Retrospective,2022-03-20,9.5,5,-0.026041864078924237,-0.19770267967413838,0.5329002438696105,9,Season 4
Jean Kirstein,4,28,The Dawn of Humanity,2022-04-03,9.6,2,-0.2953666823895039,-0.3172730484545344,0.3183695123842434,83,Season 4
Keith Shadis,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,8.4,1,2.4381495766216275,1.0094600125539492,1.2594050562542174,10,Season 1
Keith Shadis,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,8,1,2.649317312388863,1.9116536821131331,1.9504944973096132,11,Season 1
Keith Shadis,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,15,0.6350872759473329,0.3099886116211919,0.15245350303653107,12,Season 1
Keith Shadis,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,3,1.1650132310042185,1.3225861227446318,1.4746152889096178,1,Season 1
Keith Shadis,1,5,First Battle - The Struggle for Trost (1),2013-05-05,8.4,13,-0.03756338693818442,-0.29326658305880743,0.09675195684446625,13,Season 1
Keith Shadis,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,1,0.970721257352725,0.018520049038399936,1.5037627888770346,20,Season 1
Keith Shadis,3,11,Bystander,2018-10-07,9.1,18,0.15388595251188425,0.1321211804717896,-0.16848852032680298,42,Season 3
Keith Shadis,4,14,Violence,2021-03-21,9,5,-0.06380516837696411,-0.30982824404160675,-0.007542232826996908,55,Season 4
Keith Shadis,4,22,Thaw,2022-02-13,9.1,1,-0.09402630286283027,0.33787381756808055,1.4960610347696515,59,Season 4
Keith Shadis,4,23,Sunset,2022-02-20,9,6,-0.31803744698090236,-0.37311961586245873,0.1190166553971154,6,Season 4
Keith Shadis,4,27,Retrospective,2022-03-20,9.5,5,-0.3037776550288983,-0.2733040530197772,-0.6130610310940581,9,Season 4
Kenny Ackerman,3,1,Smoke Signal,2018-07-22,8.6,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,36,Season 3
Kenny Ackerman,3,2,Pain,2018-07-29,8.8,12,0.26001868391559424,0.5223384761239113,0.1218734889559215,37,Season 3
Kenny Ackerman,3,3,Old Story,2018-08-05,8.7,1,-0.38127949265585115,0.3866277547085784,0.6810552342647774,77,Season 3
Kenny Ackerman,3,6,Sin,2018-08-26,9,9,0.585152319210792,0.05864966280490333,0.028603025278194336,38,Season 3
Kenny Ackerman,3,7,Wish,2018-09-02,9.2,13,-0.14900312720665496,0.340096029217632,0.09302869673016972,39,Season 3
Kenny Ackerman,3,9,Ruler of the Walls,2018-09-16,9.1,2,-0.2962600760353225,-0.14183587326537994,-0.28976987053988534,41,Season 3
Kenny Ackerman,3,10,Friends,2018-09-23,9.1,33,0.16713462461994577,0.05863355385303278,-0.29899718675302156,84,Season 3
Kenny Ackerman,3,18,Midnight Sun,2019-06-02,9.6,2,-0.2667214821131859,0.2642559989597603,-0.010034206790618283,63,Season 3
Kiyomi Azumabito,4,4,From One Hand to Another,2020-12-27,8.5,2,-0.21483053057883444,-0.05521430204548844,-0.7176230844815582,82,Season 4
Kiyomi Azumabito,4,11,Impostors,2021-02-21,8.6,2,-0.33563475829483863,-0.4483024216590574,0.5588763679533688,70,Season 4
Kiyomi Azumabito,4,26,Traitor,2022-03-13,9.3,1,-0.33563475829483863,-0.4483024216590574,0.4898579988385384,8,Season 4
Kiyomi Azumabito,4,27,Retrospective,2022-03-20,9.5,4,-0.33563475829483863,-0.4483024216590574,-0.07937335826409464,9,Season 4
Kiyomi Azumabito,4,28,The Dawn of Humanity,2022-04-03,9.6,3,-0.33563475829483863,-0.4483024216590574,0.25534156188070445,83,Season 4
Levi Ackerman,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,1,-0.33563475829483863,-0.4483024216590574,0.38482013387996605,73,Season 1
Levi Ackerman,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,8.3,3,-0.26423160624511194,0.14641036433587634,1.058189409203169,76,Season 1
Levi Ackerman,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,9,0.5120891709273052,0.3438893492508706,-0.23762849384950427,20,Season 1
Levi Ackerman,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,8,-0.3009227407462638,-0.07944264800514458,-0.3375691793964451,80,Season 1
Levi Ackerman,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,3,-0.33791800823507434,-0.3651389117625855,-0.5805051587128486,2,Season 1
Levi Ackerman,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,4,-0.18641654070584274,0.7324941496376205,-0.0021996157133652716,22,Season 1
Levi Ackerman,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,8.8,15,-0.3058439429506039,-0.18045432139788897,-0.02974779029097375,81,Season 1
Levi Ackerman,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,4,0.5926228790489046,0.3866031543282837,-2.741771865193421e-4,23,Season 1
Levi Ackerman,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,3,-0.3447677580557814,-0.11564838207316967,-0.41173488194552993,24,Season 1
Levi Ackerman,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,9,6,-0.28625470886180315,-0.2479615132664868,-0.6026553658780895,25,Season 1
Levi Ackerman,1,24,Mercy - Assault on Stohess (2),2013-09-22,8.6,1,3.4205741977348767,0.7789218479935316,-0.33284955577371866,26,Season 1
Levi Ackerman,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,2,0.39807940133961267,0.0471675600987172,-0.33284955577371855,27,Season 1
Levi Ackerman,2,1,Beast Titan,2017-04-01,9.3,1,-0.33563475829483863,-0.4483024216590574,0.4898579988385384,28,Season 2
Levi Ackerman,2,2,I'm Home,2017-04-08,9,2,-0.33563475829483863,-0.4483024216590574,-0.6258753438221303,29,Season 2
Levi Ackerman,2,8,The Hunters,2017-05-20,8.8,2,-0.34590938302589924,-0.0740666271249337,0.18739296354467394,32,Season 2
Levi Ackerman,2,12,Scream,2017-06-17,9.4,2,2.195192870291663,0.2995476530024593,-0.34613968007286317,35,Season 2
Levi Ackerman,3,1,Smoke Signal,2018-07-22,8.6,18,-0.09546452119948086,-0.103792211109243,-0.19156592833366778,36,Season 3
Levi Ackerman,3,2,Pain,2018-07-29,8.8,12,-0.2737771351414359,-0.01609189042385901,0.055422619335208825,37,Season 3
Levi Ackerman,3,3,Old Story,2018-08-05,8.7,3,-0.22892191075522858,0.6416001251880448,0.8211057208762073,77,Season 3
Levi Ackerman,3,4,Trust,2018-08-12,8.6,9,-0.1913662305420043,0.16098995314192244,0.11691904489812593,78,Season 3
Levi Ackerman,3,5,Reply,2018-08-19,8.9,3,-0.33563475829483863,-0.4483024216590574,0.1979019815689267,79,Season 3
Levi Ackerman,3,6,Sin,2018-08-26,9,6,-0.08224919610426029,-0.1553551674887001,-0.28347703904291677,38,Season 3
Levi Ackerman,3,7,Wish,2018-09-02,9.2,1,0.3536058894963096,1.0730611030705937,1.2594050562542174,39,Season 3
Levi Ackerman,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,8,-0.2930919366079737,-0.2624569711970392,-0.04094687816805287,40,Season 3
Levi Ackerman,3,9,Ruler of the Walls,2018-09-16,9.1,6,0.3067616714008918,0.01235382681952544,-0.6452444447124794,41,Season 3
Levi Ackerman,3,10,Friends,2018-09-23,9.1,2,-0.30923879132393417,-0.3355282129641594,-0.05311389202445156,84,Season 3
Levi Ackerman,3,11,Bystander,2018-10-07,9.1,1,-0.3493342579362528,0.050678637719774204,-1.1289768617876867,42,Season 3
Levi Ackerman,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,9,0.4276545306144126,0.35158218660892204,-0.10839313066598433,43,Season 3
Levi Ackerman,3,13,The Town Where Everything Began,2019-04-28,9.3,2,0.31664985588312455,-0.03945401112117429,0.331659636683388,44,Season 3
Levi Ackerman,3,14,Thunder Spears,2019-05-05,9.3,3,0.2672208847852113,-0.08940781392190497,-0.0586137042362996,45,Season 3
Levi Ackerman,3,16,Perfect Game,2019-05-19,9.6,5,-0.043143062960320375,-0.1621521642703665,-0.0774213523432749,47,Season 3
Levi Ackerman,3,17,Hero,2019-05-26,9.8,4,0.6617999424130157,0.2795941968859408,0.3186902947428895,48,Season 3
Levi Ackerman,3,18,Midnight Sun,2019-06-02,9.6,3,-0.33563475829483863,-0.4483024216590574,-0.22524443944601855,63,Season 3
Levi Ackerman,3,19,The Basement,2019-06-09,9.1,3,-0.2836006046198294,-0.12699281624372494,-0.3940147162133373,49,Season 3
Levi Ackerman,3,21,The Attack Titan,2019-06-23,9.6,4,0.31754324952894314,-0.21489118631032877,0.12158390676624314,51,Season 3
Levi Ackerman,3,22,Beyond the Wall,2019-06-30,9.4,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,52,Season 3
Levi Ackerman,4,7,Assault,2021-01-24,9.6,1,0.8901851055420555,-0.24353869737064612,-1.1289768617876867,53,Season 4
Levi Ackerman,4,8,Assassin's Bullet,2021-01-31,9.2,9,-0.2646689681743277,0.18647930963762838,0.10229481005847464,69,Season 4
Levi Ackerman,4,9,Brave Volunteers,2021-02-07,9.2,4,0.004238533749012577,-0.016591587693015775,0.1658531209277573,54,Season 4
Levi Ackerman,4,13,Children of the Forest,2021-03-07,9.1,4,0.354249120925183,0.6101428627184768,-0.3046646510072298,74,Season 4
Levi Ackerman,4,14,Violence,2021-03-21,9,16,0.18498360042446427,0.11835629368792411,-0.3536438657694711,55,Season 4
Levi Ackerman,4,15,Sole Salvation,2021-03-21,9.5,2,1.5322789842621056,0.9659808380210892,0.22341245938841592,75,Season 4
Levi Ackerman,4,25,Night of the End,2022-03-06,8.7,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,7,Season 4
Levi Ackerman,4,28,The Dawn of Humanity,2022-04-03,9.6,2,0.2772751736236085,-0.3459205595148518,-0.7967222655591333,83,Season 4
Louise,4,11,Impostors,2021-02-21,8.6,3,0.2516414779194013,0.219252451718437,0.13887636268690795,70,Season 4
Louise,4,18,Sneak Attack,2022-01-16,9.5,1,-0.33563475829483863,-0.4483024216590574,-0.3594298043720077,58,Season 4
Louise,4,22,Thaw,2022-02-13,9.1,1,-0.25744988969404914,1.000756531878198,1.0759095749353618,59,Season 4
Louise,4,24,Pride,2022-02-27,8.6,5,-0.3195275279327047,-0.39589067237724823,-0.8631731848048441,60,Season 4
Luke Siss,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,1,-0.33563475829483863,-0.4483024216590574,-0.22781169081514627,21,Season 1
Marcel Galliard,4,3,The Door of Hope,2020-12-20,8.8,3,-0.33563475829483863,-0.4483024216590574,-0.3940147162133373,5,Season 4
Marco Bodt,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,3,-0.3424845081155457,-0.1988118919696416,-0.04761407981260348,12,Season 1
Marco Bodt,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,2,0.2772751736236085,-0.3459205595148518,-0.5695055342891525,1,Season 1
Marco Bodt,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,8.6,1,-0.35084966974850945,-0.16999236286984545,-1.1289768617876867,15,Season 1
Marco Bodt,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,8.8,2,0.3036711405945129,-0.23314635081995375,-0.5169866018098663,16,Season 1
Marco Bodt,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,2,0.6964752931549635,0.7508733037592813,0.11773302971255162,2,Season 1
Marco Bodt,3,15,Descent,2019-05-12,9.4,5,-0.2934012111413915,-0.26786368774722064,0.4701341507813838,46,Season 3
Marlowe Freudenberg,1,23,Smile - Assault on Stohess (1),2013-09-15,8.4,12,-0.19412850590655567,0.005530558703725763,-0.21427626331628002,3,Season 1
Marlowe Freudenberg,3,4,Trust,2018-08-12,8.6,7,-0.045465989445754515,-0.044680823319218674,0.4415949305999135,78,Season 3
Marlowe Freudenberg,3,11,Bystander,2018-10-07,9.1,3,-0.34020125817531,-0.28197540186611353,-0.9424864192881753,42,Season 3
Marlowe Freudenberg,3,16,Perfect Game,2019-05-19,9.6,5,1.8480305717968017,0.6843996483671348,0.5645399163006406,47,Season 3
Mikasa Ackerman,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,8.4,2,1.4962452876397958,0.10833369446297536,-0.8492411980384196,10,Season 1
Mikasa Ackerman,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,8,2,-0.3168462470507696,-0.1963731835695534,1.0493293263370729,11,Season 1
Mikasa Ackerman,1,3,A Dim Light Amid Despair - Humanity's Comeback (1),2013-04-21,7.8,5,-0.34476370516704113,-0.28131638638553025,-0.7249552965937649,12,Season 1
Mikasa Ackerman,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,2,-0.33563475829483863,-0.4483024216590574,0.6639142329119413,1,Season 1
Mikasa Ackerman,1,5,First Battle - The Struggle for Trost (1),2013-05-05,8.4,2,-0.33563475829483863,-0.4483024216590574,-0.4511775450314356,13,Season 1
Mikasa Ackerman,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,8,10,0.8855030482530039,0.5572003560409141,0.10864128109471255,14,Season 1
Mikasa Ackerman,1,7,Small Blade - The Struggle for Trost (3),2013-05-19,8.6,10,0.0390699765421632,-0.11882185460688828,0.24964550710907904,15,Season 1
Mikasa Ackerman,1,8,I Can Hear His Heartbeat - The Struggle for Trost (4),2013-05-26,8.8,5,0.10904774156447083,0.09812720832419854,-0.07364565344509369,16,Season 1
Mikasa Ackerman,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,2,0.35646307453632176,-0.007597933430157716,-0.2145215665160018,73,Season 1
Mikasa Ackerman,1,10,Response - The Struggle for Trost (6),2013-06-09,8.2,2,-0.33563475829483863,-0.4483024216590574,-0.22396081376145466,17,Season 1
Mikasa Ackerman,1,11,Idol - The Struggle for Trost (7),2013-06-16,7.9,1,-0.07844689599702036,0.029213551927738616,-0.3594298043720077,18,Season 1
Mikasa Ackerman,1,12,Wound - The Struggle for Trost (8),2013-06-23,7.9,1,-0.33563475829483863,-0.4483024216590574,0.5417353666005328,19,Season 1
Mikasa Ackerman,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,2,0.38420729240518237,0.028912395589092296,0.10508447013069891,20,Season 1
Mikasa Ackerman,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,1,-0.33563475829483863,-0.4483024216590574,0.46327775024024936,2,Season 1
Mikasa Ackerman,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,1,0.00920628181090753,1.975970859475882,-0.8657406346739637,24,Season 1
Mikasa Ackerman,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,9,3,0.15591139677146787,0.6239754679314243,0.4219722970904234,25,Season 1
Mikasa Ackerman,1,23,Smile - Assault on Stohess (1),2013-09-15,8.4,2,0.3530381996259682,0.11714733141455018,-0.4378874207322911,3,Season 1
Mikasa Ackerman,1,24,Mercy - Assault on Stohess (2),2013-09-22,8.6,4,-0.23242006273017438,0.2547261600864179,0.3563144467548312,26,Season 1
Mikasa Ackerman,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,2,-0.30906618203091807,0.18170801092429723,-0.3328495557737187,27,Season 1
Mikasa Ackerman,2,6,Warrior,2017-05-06,9.7,2,-0.2953666823895039,-0.3172730484545344,-0.28033062329443253,31,Season 2
Mikasa Ackerman,2,7,Close Combat,2017-05-13,9.7,1,-0.33563475829483863,-0.4483024216590574,-0.8657406346739637,4,Season 2
Mikasa Ackerman,2,8,The Hunters,2017-05-20,8.8,5,-0.3195275279327047,-0.39589067237724823,-0.7631947436790127,32,Season 2
Mikasa Ackerman,2,10,Children,2017-06-03,9.1,1,-0.1745624546734997,0.07581507115903457,0.5683156151988217,62,Season 2
Mikasa Ackerman,2,11,Charge,2017-06-10,9.3,4,0.9115300647939379,0.3149715205355421,-0.1863366617495129,34,Season 2
Mikasa Ackerman,3,2,Pain,2018-07-29,8.8,1,1.2123297127847332,0.8046962882655379,0.331659636683388,37,Season 3
Mikasa Ackerman,3,3,Old Story,2018-08-05,8.7,2,-0.2285300302202486,0.4437667573333432,-0.7442033330798472,77,Season 3
Mikasa Ackerman,3,6,Sin,2018-08-26,9,3,-0.320320696921138,-0.2899561059659868,0.12158390676624317,38,Season 3
Mikasa Ackerman,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,1,-0.33563475829483863,-0.4483024216590574,0.3050793880850989,40,Season 3
